CustomerID,Recency,Frequency,Monetary,Cluster,AOV,Segment
13612,633,1,818.29,1,818.29,Inactive/At-Risk Customers
13613,453,5,1039.85,1,207.97,Inactive/At-Risk Customers
13614,24,6,2332.74,0,388.79,Loyal Customers
13616,568,2,283.84999999999997,1,141.92,Inactive/At-Risk Customers
13617,40,8,1278.75,0,159.84,Loyal Customers
13618,174,1,177.34,2,177.34,Frequent Low-Spenders
13619,545,2,224.94,1,112.47,Inactive/At-Risk Customers
13620,528,1,112.34,1,112.34,Inactive/At-Risk Customers
13621,117,1,213.85,2,213.85,Frequent Low-Spenders
13622,696,1,658.95,1,658.95,Inactive/At-Risk Customers
13623,31,10,2533.06,3,253.31,Recent Big Spenders
13624,388,1,462.08,1,462.08,Inactive/At-Risk Customers
13625,597,1,301.26,1,301.26,Inactive/At-Risk Customers
13626,253,2,707.04,2,353.52,Frequent Low-Spenders
13627,59,7,2245.9,0,320.84,Loyal Customers
13628,676,1,310.14,1,310.14,Inactive/At-Risk Customers
13630,5,7,2031.78,0,290.25,Loyal Customers
13631,100,11,3070.42,3,279.13,Recent Big Spenders
13632,25,8,3645.81,3,455.73,Recent Big Spenders
13635,68,4,2999.16,0,749.79,Loyal Customers
13636,37,5,949.12,0,189.82,Loyal Customers
13637,52,3,804.3,2,268.1,Frequent Low-Spenders
13638,16,1,122.64,2,122.64,Frequent Low-Spenders
13639,74,2,1346.27,2,673.14,Frequent Low-Spenders
13640,611,1,405.0,1,405.0,Inactive/At-Risk Customers
13641,641,5,1016.47,1,203.29,Inactive/At-Risk Customers
13642,216,4,472.2,2,118.05,Frequent Low-Spenders
13643,31,10,2156.77,3,215.68,Recent Big Spenders
13644,16,4,2624.2599999999998,0,656.06,Loyal Customers
13645,120,1,252.1,2,252.1,Frequent Low-Spenders
13646,400,2,326.25,1,163.12,Inactive/At-Risk Customers
13647,10,8,3041.68,3,380.21,Recent Big Spenders
13648,400,8,1764.02,0,220.5,Loyal Customers
13649,257,6,1453.68,0,242.28,Loyal Customers
13650,17,10,3288.0,3,328.8,Recent Big Spenders
13651,35,3,226.85,2,75.62,Frequent Low-Spenders
13652,46,5,2262.05,0,452.41,Loyal Customers
13653,488,1,152.2,1,152.2,Inactive/At-Risk Customers
13655,114,6,2280.5099999999998,0,380.08,Loyal Customers
13656,165,4,1078.85,0,269.71,Loyal Customers
13657,11,2,382.14,2,191.07,Frequent Low-Spenders
13660,400,1,306.64,1,306.64,Inactive/At-Risk Customers
13661,603,1,325.24,1,325.24,Inactive/At-Risk Customers
13662,86,11,2233.61,3,203.06,Recent Big Spenders
13663,179,5,2047.51,0,409.5,Loyal Customers
13665,386,3,1711.66,0,570.55,Loyal Customers
13666,60,5,127.9,2,25.58,Frequent Low-Spenders
13667,149,1,299.05,2,299.05,Frequent Low-Spenders
13669,51,3,413.55,2,137.85,Frequent Low-Spenders
13670,75,1,349.7,2,349.7,Frequent Low-Spenders
13671,395,1,172.6,1,172.6,Inactive/At-Risk Customers
13672,301,3,419.92,1,139.97,Inactive/At-Risk Customers
13673,19,2,387.44,2,193.72,Frequent Low-Spenders
13674,433,1,240.67999999999998,1,240.68,Inactive/At-Risk Customers
13675,151,2,486.82,2,243.41,Frequent Low-Spenders
13676,539,2,243.9,1,121.95,Inactive/At-Risk Customers
13677,405,2,551.24,1,275.62,Inactive/At-Risk Customers
13678,152,1,232.6,2,232.6,Frequent Low-Spenders
13679,494,3,281.26,1,93.75,Inactive/At-Risk Customers
13681,18,4,827.83,2,206.96,Frequent Low-Spenders
13682,187,1,59.5,2,59.5,Frequent Low-Spenders
13683,458,1,258.6,1,258.6,Inactive/At-Risk Customers
13684,286,4,594.88,2,148.72,Frequent Low-Spenders
13685,3,7,3119.44,3,445.63,Recent Big Spenders
13686,183,3,409.04,2,136.35,Frequent Low-Spenders
13688,635,1,375.5,1,375.5,Inactive/At-Risk Customers
13689,63,2,1259.5,2,629.75,Frequent Low-Spenders
13690,59,1,172.25,2,172.25,Frequent Low-Spenders
13691,396,1,212.78,1,212.78,Inactive/At-Risk Customers
13692,25,5,3114.4,0,622.88,Loyal Customers
13693,374,9,2011.82,0,223.54,Loyal Customers
13695,31,16,2770.73,3,173.17,Recent Big Spenders
13696,422,3,2020.4,0,673.47,Loyal Customers
13697,39,1,151.3,2,151.3,Frequent Low-Spenders
13698,597,2,451.73,1,225.86,Inactive/At-Risk Customers
13699,155,2,764.15,2,382.08,Frequent Low-Spenders
13700,26,13,2596.97,3,199.77,Recent Big Spenders
13701,447,1,161.0,1,161.0,Inactive/At-Risk Customers
13702,446,1,135.18,1,135.18,Inactive/At-Risk Customers
13703,318,2,425.56,1,212.78,Inactive/At-Risk Customers
13704,5,9,2308.06,3,256.45,Recent Big Spenders
13705,8,7,1717.19,0,245.31,Loyal Customers
13706,303,2,631.17,1,315.58,Inactive/At-Risk Customers
13707,267,5,3365.86,0,673.17,Loyal Customers
13708,271,1,285.33,2,285.33,Frequent Low-Spenders
13710,32,3,509.52,2,169.84,Frequent Low-Spenders
13711,219,9,1792.26,0,199.14,Loyal Customers
13712,247,2,766.42,2,383.21,Frequent Low-Spenders
13713,408,3,740.76,1,246.92,Inactive/At-Risk Customers
13714,465,1,161.35,1,161.35,Inactive/At-Risk Customers
13716,269,1,138.28,2,138.28,Frequent Low-Spenders
13717,32,8,1763.3,0,220.41,Loyal Customers
13718,246,2,306.55,2,153.28,Frequent Low-Spenders
13719,15,11,2783.08,3,253.01,Recent Big Spenders
13720,117,4,799.9,2,199.98,Frequent Low-Spenders
13721,36,2,741.54,2,370.77,Frequent Low-Spenders
13723,217,6,1194.08,0,199.01,Loyal Customers
13724,637,1,213.01,1,213.01,Inactive/At-Risk Customers
13725,50,8,1980.56,0,247.57,Loyal Customers
13726,39,2,1079.66,2,539.83,Frequent Low-Spenders
13727,29,8,1074.15,0,134.27,Loyal Customers
13728,37,16,2855.17,3,178.45,Recent Big Spenders
13729,436,3,724.73,1,241.58,Inactive/At-Risk Customers
13730,136,2,752.6,2,376.3,Frequent Low-Spenders
13731,219,2,610.59,2,305.3,Frequent Low-Spenders
13732,28,1,491.86,2,491.86,Frequent Low-Spenders
13733,411,2,487.03,1,243.52,Inactive/At-Risk Customers
13736,5,7,2752.47,3,393.21,Recent Big Spenders
13737,200,1,339.6,2,339.6,Frequent Low-Spenders
13738,396,1,434.78000000000003,1,434.78,Inactive/At-Risk Customers
13739,18,2,292.2,2,146.1,Frequent Low-Spenders
13740,241,5,1582.77,0,316.55,Loyal Customers
13741,72,3,668.43,2,222.81,Frequent Low-Spenders
13742,17,12,3107.87,3,258.99,Recent Big Spenders
13743,3,7,1341.6,0,191.66,Loyal Customers
13744,95,2,1080.52,2,540.26,Frequent Low-Spenders
13745,162,2,777.36,2,388.68,Frequent Low-Spenders
13746,414,1,176.69,1,176.69,Inactive/At-Risk Customers
13747,374,2,169.79999999999998,1,84.9,Inactive/At-Risk Customers
13748,96,9,2064.35,3,229.37,Recent Big Spenders
13750,54,11,3602.18,3,327.47,Recent Big Spenders
13751,288,1,296.25,1,296.25,Inactive/At-Risk Customers
13752,124,7,1579.83,0,225.69,Loyal Customers
13753,288,4,2094.57,0,523.64,Loyal Customers
13754,152,3,447.05,2,149.02,Frequent Low-Spenders
13755,4,9,2108.06,3,234.23,Recent Big Spenders
13757,675,1,195.54999999999998,1,195.55,Inactive/At-Risk Customers
13759,33,2,659.41,2,329.7,Frequent Low-Spenders
13760,54,5,1363.64,0,272.73,Loyal Customers
13761,50,6,1952.17,0,325.36,Loyal Customers
13762,219,5,2472.48,0,494.5,Loyal Customers
13764,71,6,2919.62,3,486.6,Recent Big Spenders
13765,653,1,352.82099999999997,1,352.82,Inactive/At-Risk Customers
13766,495,1,190.35,1,190.35,Inactive/At-Risk Customers
13768,727,2,875.97,1,437.98,Inactive/At-Risk Customers
13770,422,4,785.37,1,196.34,Inactive/At-Risk Customers
13772,34,8,3100.02,3,387.5,Recent Big Spenders
13773,397,2,301.54,1,150.77,Inactive/At-Risk Customers
13774,82,1,345.0,2,345.0,Frequent Low-Spenders
13775,591,1,1049.66,1,1049.66,Inactive/At-Risk Customers
13776,428,2,623.98,1,311.99,Inactive/At-Risk Customers
13778,103,4,1124.49,0,281.12,Loyal Customers
13779,516,1,161.13,1,161.13,Inactive/At-Risk Customers
13780,7,3,732.07,2,244.02,Frequent Low-Spenders
13781,251,3,778.83,2,259.61,Frequent Low-Spenders
13782,13,13,1786.08,3,137.39,Recent Big Spenders
13783,488,4,1542.09,1,385.52,Inactive/At-Risk Customers
13784,10,14,2910.23,3,207.87,Recent Big Spenders
13785,429,4,542.49,1,135.62,Inactive/At-Risk Customers
13786,367,6,3127.99,0,521.33,Loyal Customers
13787,76,6,1222.5,0,203.75,Loyal Customers
13788,505,1,3.75,1,3.75,Inactive/At-Risk Customers
13789,388,1,239.46,1,239.46,Inactive/At-Risk Customers
13790,4,1,348.8,2,348.8,Frequent Low-Spenders
13791,128,2,1516.0,2,758.0,Frequent Low-Spenders
13792,66,3,383.95,2,127.98,Frequent Low-Spenders
13793,647,1,96.0,1,96.0,Inactive/At-Risk Customers
13794,547,1,126.03,1,126.03,Inactive/At-Risk Customers
13795,388,4,836.3,1,209.08,Inactive/At-Risk Customers
13796,499,1,289.7,1,289.7,Inactive/At-Risk Customers
13797,437,3,1179.45,1,393.15,Inactive/At-Risk Customers
13799,117,9,2803.57,3,311.51,Recent Big Spenders
13800,310,3,1679.56,0,559.85,Loyal Customers
13801,67,1,324.8,2,324.8,Frequent Low-Spenders
13803,255,3,1338.91,0,446.3,Loyal Customers
13804,31,9,3161.12,3,351.24,Recent Big Spenders
13805,52,2,924.5999999999999,2,462.3,Frequent Low-Spenders
13806,64,1,256.38,2,256.38,Frequent Low-Spenders
13807,367,3,422.2,1,140.73,Inactive/At-Risk Customers
13808,6,5,1747.66,0,349.53,Loyal Customers
13809,305,3,679.6999999999999,1,226.57,Inactive/At-Risk Customers
13810,29,3,1499.01,0,499.67,Loyal Customers
13811,184,3,814.5,2,271.5,Frequent Low-Spenders
13812,42,3,539.0,2,179.67,Frequent Low-Spenders
13813,40,8,2765.47,3,345.68,Recent Big Spenders
13814,92,3,2257.32,0,752.44,Loyal Customers
13816,24,2,571.67,2,285.83,Frequent Low-Spenders
13817,29,2,382.98,2,191.49,Frequent Low-Spenders
13818,430,1,61.28,1,61.28,Inactive/At-Risk Customers
13819,302,6,2642.35,0,440.39,Loyal Customers
13820,418,3,652.75,1,217.58,Inactive/At-Risk Customers
13821,145,6,1379.08,0,229.85,Loyal Customers
13822,6,2,632.0,2,316.0,Frequent Low-Spenders
13823,19,7,3403.45,3,486.21,Recent Big Spenders
13824,33,12,3314.76,3,276.23,Recent Big Spenders
13825,622,2,255.59,1,127.8,Inactive/At-Risk Customers
13826,176,1,189.5,2,189.5,Frequent Low-Spenders
13827,58,3,409.8,2,136.6,Frequent Low-Spenders
13828,22,1,209.49,2,209.49,Frequent Low-Spenders
13829,421,1,102.0,1,102.0,Inactive/At-Risk Customers
13830,582,1,156.85,1,156.85,Inactive/At-Risk Customers
13832,19,2,609.89,2,304.94,Frequent Low-Spenders
13833,159,2,700.41,2,350.2,Frequent Low-Spenders
13834,577,2,324.19,1,162.1,Inactive/At-Risk Customers
13835,25,7,1095.27,0,156.47,Loyal Customers
13836,399,2,620.37,1,310.18,Inactive/At-Risk Customers
13837,212,2,266.59000000000003,2,133.3,Frequent Low-Spenders
13838,6,10,1690.07,3,169.01,Recent Big Spenders
13839,486,1,139.95000000000002,1,139.95,Inactive/At-Risk Customers
13840,416,1,651.4,1,651.4,Inactive/At-Risk Customers
13841,253,1,85.0,2,85.0,Frequent Low-Spenders
13843,381,1,319.75,1,319.75,Inactive/At-Risk Customers
13844,11,1,361.62,2,361.62,Frequent Low-Spenders
13845,65,1,312.98,2,312.98,Frequent Low-Spenders
13846,25,4,1307.79,0,326.95,Loyal Customers
13847,720,1,310.71999999999997,1,310.72,Inactive/At-Risk Customers
13848,92,8,3015.0,3,376.88,Recent Big Spenders
13849,52,5,3469.3,3,693.86,Recent Big Spenders
13850,129,1,1595.48,2,1595.48,Frequent Low-Spenders
13852,611,1,187.35,1,187.35,Inactive/At-Risk Customers
13853,57,1,1090.1399999999999,2,1090.14,Frequent Low-Spenders
13855,501,4,1310.34,1,327.58,Inactive/At-Risk Customers
13856,169,11,1142.03,3,103.82,Recent Big Spenders
13857,393,6,1001.01,0,166.84,Loyal Customers
13858,57,1,216.17000000000002,2,216.17,Frequent Low-Spenders
13859,326,2,515.86,1,257.93,Inactive/At-Risk Customers
13860,1,5,1245.9,0,249.18,Loyal Customers
13861,429,2,273.26,1,136.63,Inactive/At-Risk Customers
13862,18,9,2556.09,3,284.01,Recent Big Spenders
13863,248,4,1239.55,0,309.89,Loyal Customers
13864,387,1,662.4,1,662.4,Inactive/At-Risk Customers
13865,58,4,501.56,2,125.39,Frequent Low-Spenders
13866,74,1,145.67,2,145.67,Frequent Low-Spenders
13867,31,3,1005.09,2,335.03,Frequent Low-Spenders
13868,7,2,3192.54,0,1596.27,Loyal Customers
13872,527,3,919.57,1,306.52,Inactive/At-Risk Customers
13873,120,8,1038.92,0,129.86,Loyal Customers
13874,358,7,2049.15,0,292.74,Loyal Customers
13876,64,1,122.7,2,122.7,Frequent Low-Spenders
13877,86,3,449.67999999999995,2,149.89,Frequent Low-Spenders
13878,55,4,2416.9,0,604.22,Loyal Customers
13879,646,1,395.5,1,395.5,Inactive/At-Risk Customers
13882,3,5,1191.13,0,238.23,Loyal Customers
13884,7,10,1825.03,3,182.5,Recent Big Spenders
13885,189,2,506.8,2,253.4,Frequent Low-Spenders
13886,71,1,243.56,2,243.56,Frequent Low-Spenders
13887,204,1,349.55,2,349.55,Frequent Low-Spenders
13888,120,7,2001.59,0,285.94,Loyal Customers
13889,93,6,1991.23,0,331.87,Loyal Customers
13890,1,14,2927.38,3,209.1,Recent Big Spenders
13891,378,3,859.21,1,286.4,Inactive/At-Risk Customers
13892,27,6,1267.65,0,211.28,Loyal Customers
13893,298,1,821.1,1,821.1,Inactive/At-Risk Customers
13894,24,3,564.62,2,188.21,Frequent Low-Spenders
13896,626,1,388.55,1,388.55,Inactive/At-Risk Customers
13897,50,3,1160.72,2,386.91,Frequent Low-Spenders
13898,326,2,686.4,1,343.2,Inactive/At-Risk Customers
13899,16,2,388.52,2,194.26,Frequent Low-Spenders
13900,183,6,1610.59,0,268.43,Loyal Customers
13903,400,1,165.45,1,165.45,Inactive/At-Risk Customers
13904,37,2,332.64,2,166.32,Frequent Low-Spenders
13905,733,1,312.65,1,312.65,Inactive/At-Risk Customers
13906,409,1,42.0,1,42.0,Inactive/At-Risk Customers
13907,692,1,136.8,1,136.8,Inactive/At-Risk Customers
13908,80,4,2369.55,0,592.39,Loyal Customers
13909,423,2,282.85,1,141.43,Inactive/At-Risk Customers
13912,424,1,124.95,1,124.95,Inactive/At-Risk Customers
13913,507,1,42.22,1,42.22,Inactive/At-Risk Customers
13914,12,2,626.45,2,313.23,Frequent Low-Spenders
13915,394,1,70.8,1,70.8,Inactive/At-Risk Customers
13916,464,4,1275.81,1,318.95,Inactive/At-Risk Customers
13917,50,2,272.04,2,136.02,Frequent Low-Spenders
13918,50,2,1212.84,2,606.42,Frequent Low-Spenders
13919,59,4,1360.68,0,340.17,Loyal Customers
13920,432,4,1774.68,0,443.67,Loyal Customers
13921,402,4,730.7,1,182.68,Inactive/At-Risk Customers
13922,352,3,865.2,1,288.4,Inactive/At-Risk Customers
13923,54,1,351.13,2,351.13,Frequent Low-Spenders
13924,2,6,1838.85,0,306.47,Loyal Customers
13925,93,4,678.25,2,169.56,Frequent Low-Spenders
13926,23,1,223.85,2,223.85,Frequent Low-Spenders
13927,75,2,708.26,2,354.13,Frequent Low-Spenders
13928,11,4,464.57,2,116.14,Frequent Low-Spenders
13929,169,11,3494.1,3,317.65,Recent Big Spenders
13930,58,2,337.34,2,168.67,Frequent Low-Spenders
13932,295,1,307.4,1,307.4,Inactive/At-Risk Customers
13933,109,2,608.79,2,304.4,Frequent Low-Spenders
13934,264,1,922.1,2,922.1,Frequent Low-Spenders
13936,180,3,939.66,2,313.22,Frequent Low-Spenders
13937,169,2,880.13,2,440.06,Frequent Low-Spenders
13938,35,1,71.66,2,71.66,Frequent Low-Spenders
13939,23,7,1560.96,0,222.99,Loyal Customers
13940,17,4,839.14,2,209.78,Frequent Low-Spenders
13942,535,1,320.0,1,320.0,Inactive/At-Risk Customers
13943,578,1,246.54,1,246.54,Inactive/At-Risk Customers
13944,653,1,200.43,1,200.43,Inactive/At-Risk Customers
13945,395,2,854.15,1,427.08,Inactive/At-Risk Customers
13946,79,6,1876.23,0,312.7,Loyal Customers
13947,65,1,90.6,2,90.6,Frequent Low-Spenders
13948,361,4,548.76,1,137.19,Inactive/At-Risk Customers
13949,3,6,2427.32,0,404.55,Loyal Customers
13950,11,4,745.0600000000001,2,186.26,Frequent Low-Spenders
13951,176,3,674.45,2,224.82,Frequent Low-Spenders
13954,2,2,439.92,2,219.96,Frequent Low-Spenders
13955,154,3,544.0699999999999,2,181.36,Frequent Low-Spenders
13956,5,5,1019.27,0,203.85,Loyal Customers
13957,418,3,458.25,1,152.75,Inactive/At-Risk Customers
13959,79,6,1064.77,0,177.46,Loyal Customers
13960,21,2,230.22,2,115.11,Frequent Low-Spenders
13961,392,1,538.4,1,538.4,Inactive/At-Risk Customers
13962,22,3,362.8,2,120.93,Frequent Low-Spenders
13964,387,2,438.9,1,219.45,Inactive/At-Risk Customers
13965,477,3,996.61,1,332.2,Inactive/At-Risk Customers
13966,435,1,384.26,1,384.26,Inactive/At-Risk Customers
13967,146,2,166.3,2,83.15,Frequent Low-Spenders
13968,423,1,123.66,1,123.66,Inactive/At-Risk Customers
13970,386,2,846.55,1,423.28,Inactive/At-Risk Customers
13972,71,2,190.25,2,95.12,Frequent Low-Spenders
13973,287,1,264.7,1,264.7,Inactive/At-Risk Customers
13974,49,2,677.72,2,338.86,Frequent Low-Spenders
13976,207,4,1192.36,0,298.09,Loyal Customers
13977,411,1,519.81,1,519.81,Inactive/At-Risk Customers
13978,15,2,196.79,2,98.4,Frequent Low-Spenders
13979,73,7,3379.93,3,482.85,Recent Big Spenders
13980,60,5,768.82,2,153.76,Frequent Low-Spenders
13981,416,1,331.14,1,331.14,Inactive/At-Risk Customers
13982,39,9,3954.29,3,439.37,Recent Big Spenders
13984,27,12,1893.8,3,157.82,Recent Big Spenders
13986,17,1,320.46,2,320.46,Frequent Low-Spenders
13987,380,2,682.54,1,341.27,Inactive/At-Risk Customers
13989,66,5,2026.06,0,405.21,Loyal Customers
13990,213,1,311.3,2,311.3,Frequent Low-Spenders
13991,12,6,852.88,0,142.15,Loyal Customers
13992,30,3,219.5,2,73.17,Frequent Low-Spenders
13994,4,6,2274.14,0,379.02,Loyal Customers
13995,15,14,3902.0099999999998,3,278.71,Recent Big Spenders
13996,386,2,895.76,1,447.88,Inactive/At-Risk Customers
13997,519,3,376.46,1,125.49,Inactive/At-Risk Customers
13998,447,3,566.6999999999999,1,188.9,Inactive/At-Risk Customers
14000,211,5,2046.34,0,409.27,Loyal Customers
14002,134,2,529.73,2,264.86,Frequent Low-Spenders
14003,733,1,209.41,1,209.41,Inactive/At-Risk Customers
14005,10,5,2874.72,0,574.94,Loyal Customers
14006,116,7,2196.67,0,313.81,Loyal Customers
14007,513,1,79.47999999999999,1,79.48,Inactive/At-Risk Customers
14008,432,1,509.04,1,509.04,Inactive/At-Risk Customers
14009,198,3,1099.91,2,366.64,Frequent Low-Spenders
14010,565,2,445.15,1,222.58,Inactive/At-Risk Customers
14011,480,2,457.82,1,228.91,Inactive/At-Risk Customers
14012,278,1,328.8,2,328.8,Frequent Low-Spenders
14013,110,5,1084.57,0,216.91,Loyal Customers
14014,77,3,1948.21,0,649.4,Loyal Customers
14015,53,1,917.34,2,917.34,Frequent Low-Spenders
14017,571,1,229.75,1,229.75,Inactive/At-Risk Customers
14018,645,1,367.15,1,367.15,Inactive/At-Risk Customers
14019,47,3,1421.61,0,473.87,Loyal Customers
14020,17,4,1249.01,0,312.25,Loyal Customers
14021,155,7,1716.58,0,245.23,Loyal Customers
14022,225,2,792.15,2,396.08,Frequent Low-Spenders
14023,7,2,584.07,2,292.04,Frequent Low-Spenders
14024,122,3,645.74,2,215.25,Frequent Low-Spenders
14026,471,2,713.11,1,356.56,Inactive/At-Risk Customers
14027,61,1,104.82,2,104.82,Frequent Low-Spenders
14029,63,2,467.65999999999997,2,233.83,Frequent Low-Spenders
14033,555,1,109.44,1,109.44,Inactive/At-Risk Customers
14034,22,3,648.89,2,216.3,Frequent Low-Spenders
14035,29,9,2794.75,3,310.53,Recent Big Spenders
14036,285,1,626.65,2,626.65,Frequent Low-Spenders
14037,176,6,836.9499999999999,0,139.49,Loyal Customers
14038,78,5,3069.88,0,613.98,Loyal Customers
14039,33,2,267.28,2,133.64,Frequent Low-Spenders
14041,266,1,141.41,2,141.41,Frequent Low-Spenders
14042,725,1,431.98,1,431.98,Inactive/At-Risk Customers
14043,491,2,302.59999999999997,1,151.3,Inactive/At-Risk Customers
14044,27,10,3077.7,3,307.77,Recent Big Spenders
14046,284,1,154.99,1,154.99,Inactive/At-Risk Customers
14047,9,14,3968.11,3,283.44,Recent Big Spenders
14048,305,3,748.69,1,249.56,Inactive/At-Risk Customers
14050,32,2,746.36,2,373.18,Frequent Low-Spenders
14052,20,2,466.66,2,233.33,Frequent Low-Spenders
14053,124,4,572.3,2,143.07,Frequent Low-Spenders
14054,65,1,92.46000000000001,2,92.46,Frequent Low-Spenders
14055,106,3,1520.96,0,506.99,Loyal Customers
14058,463,2,469.19,1,234.6,Inactive/At-Risk Customers
14059,267,1,183.6,2,183.6,Frequent Low-Spenders
14061,507,3,917.43,1,305.81,Inactive/At-Risk Customers
14064,29,15,3260.2400000000002,3,217.35,Recent Big Spenders
14065,389,3,891.02,1,297.01,Inactive/At-Risk Customers
14066,267,1,152.55,2,152.55,Frequent Low-Spenders
14067,64,2,374.7,2,187.35,Frequent Low-Spenders
14068,320,4,1516.72,0,379.18,Loyal Customers
14069,515,2,225.81,1,112.9,Inactive/At-Risk Customers
14070,685,1,321.6,1,321.6,Inactive/At-Risk Customers
14071,4,8,1437.57,0,179.7,Loyal Customers
14072,667,1,390.85,1,390.85,Inactive/At-Risk Customers
14073,32,1,151.04,2,151.04,Frequent Low-Spenders
14074,623,1,219.4,1,219.4,Inactive/At-Risk Customers
14075,5,6,1734.87,0,289.14,Loyal Customers
14076,129,1,118.67,2,118.67,Frequent Low-Spenders
14077,41,6,615.08,0,102.51,Loyal Customers
14078,102,9,1553.47,0,172.61,Loyal Customers
14079,125,2,618.73,2,309.36,Frequent Low-Spenders
14080,33,5,1115.68,0,223.14,Loyal Customers
14082,365,2,413.36,1,206.68,Inactive/At-Risk Customers
14083,4,11,1082.19,3,98.38,Recent Big Spenders
14084,512,1,150.5,1,150.5,Inactive/At-Risk Customers
14086,463,1,39.95,1,39.95,Inactive/At-Risk Customers
14087,3,3,829.47,2,276.49,Frequent Low-Spenders
14089,57,1,158.75,2,158.75,Frequent Low-Spenders
14090,325,1,76.32,1,76.32,Inactive/At-Risk Customers
14093,12,1,433.86,2,433.86,Frequent Low-Spenders
14094,440,1,311.77,1,311.77,Inactive/At-Risk Customers
14095,723,1,2.95,1,2.95,Inactive/At-Risk Customers
14097,481,2,422.86,1,211.43,Inactive/At-Risk Customers
14098,37,1,147.35,2,147.35,Frequent Low-Spenders
14100,138,1,191.95,2,191.95,Frequent Low-Spenders
14102,5,5,1105.8799999999999,0,221.18,Loyal Customers
14104,155,5,743.53,0,148.71,Loyal Customers
14106,737,1,214.8,1,214.8,Inactive/At-Risk Customers
14108,31,4,1044.96,2,261.24,Frequent Low-Spenders
14109,73,1,144.2,2,144.2,Frequent Low-Spenders
14111,14,4,692.85,2,173.21,Frequent Low-Spenders
14114,274,7,1364.09,0,194.87,Loyal Customers
14115,502,2,622.67,1,311.33,Inactive/At-Risk Customers
14116,20,5,1382.74,0,276.55,Loyal Customers
14117,144,1,90.0,2,90.0,Frequent Low-Spenders
14118,429,1,458.45,1,458.45,Inactive/At-Risk Customers
14119,376,2,183.37,1,91.68,Inactive/At-Risk Customers
14121,4,4,2780.15,0,695.04,Loyal Customers
14122,406,3,362.42,1,120.81,Inactive/At-Risk Customers
14123,733,1,436.18,1,436.18,Inactive/At-Risk Customers
14124,84,1,419.58,2,419.58,Frequent Low-Spenders
14125,11,3,2720.63,0,906.88,Loyal Customers
14126,8,4,1172.46,0,293.12,Loyal Customers
14127,123,6,1900.08,0,316.68,Loyal Customers
14128,61,3,924.21,2,308.07,Frequent Low-Spenders
14129,2,9,2591.34,3,287.93,Recent Big Spenders
14130,319,4,1858.77,0,464.69,Loyal Customers
14131,649,1,168.22,1,168.22,Inactive/At-Risk Customers
14132,2,11,3586.0299999999997,3,326.0,Recent Big Spenders
14133,130,4,911.14,2,227.78,Frequent Low-Spenders
14136,401,5,1570.81,0,314.16,Loyal Customers
14137,696,1,332.7,1,332.7,Inactive/At-Risk Customers
14138,2,2,965.88,2,482.94,Frequent Low-Spenders
14139,46,4,1086.8,0,271.7,Loyal Customers
14140,4,2,935.05,2,467.52,Frequent Low-Spenders
14141,3,4,915.13,2,228.78,Frequent Low-Spenders
14142,373,2,671.34,1,335.67,Inactive/At-Risk Customers
14143,134,1,115.8,2,115.8,Frequent Low-Spenders
14144,486,1,30.6,1,30.6,Inactive/At-Risk Customers
14147,78,9,2590.2,3,287.8,Recent Big Spenders
14148,234,2,466.29,2,233.14,Frequent Low-Spenders
14149,221,1,446.62,2,446.62,Frequent Low-Spenders
14150,36,2,658.64,2,329.32,Frequent Low-Spenders
14151,673,2,679.45,1,339.72,Inactive/At-Risk Customers
14152,75,7,1997.34,0,285.33,Loyal Customers
14153,483,1,233.39999999999998,1,233.4,Inactive/At-Risk Customers
14155,266,1,118.75,2,118.75,Frequent Low-Spenders
14157,20,5,978.69,0,195.74,Loyal Customers
14158,40,1,507.65999999999997,2,507.66,Frequent Low-Spenders
14161,216,7,2996.93,3,428.13,Recent Big Spenders
14162,174,2,289.36,2,144.68,Frequent Low-Spenders
14163,87,5,2594.62,0,518.92,Loyal Customers
14164,71,2,1631.77,0,815.88,Loyal Customers
14165,276,1,120.44,2,120.44,Frequent Low-Spenders
14166,505,2,251.15,1,125.58,Inactive/At-Risk Customers
14167,39,8,1274.29,0,159.29,Loyal Customers
14168,421,2,370.45,1,185.22,Inactive/At-Risk Customers
14169,431,2,621.51,1,310.76,Inactive/At-Risk Customers
14170,375,3,570.18,1,190.06,Inactive/At-Risk Customers
14171,98,2,498.79,2,249.4,Frequent Low-Spenders
14172,605,3,369.02,1,123.01,Inactive/At-Risk Customers
14173,11,6,586.0,0,97.67,Loyal Customers
14174,33,1,134.46,2,134.46,Frequent Low-Spenders
14176,297,5,756.46,0,151.29,Loyal Customers
14177,86,13,2209.69,3,169.98,Recent Big Spenders
14178,9,7,1600.26,0,228.61,Loyal Customers
14179,41,2,701.57,2,350.78,Frequent Low-Spenders
14181,411,2,308.35,1,154.18,Inactive/At-Risk Customers
14182,444,4,678.77,1,169.69,Inactive/At-Risk Customers
14183,411,2,278.34,1,139.17,Inactive/At-Risk Customers
14184,67,1,452.89,2,452.89,Frequent Low-Spenders
14185,331,1,197.65,1,197.65,Inactive/At-Risk Customers
14186,427,5,1550.6299999999999,0,310.13,Loyal Customers
14187,474,1,123.5,1,123.5,Inactive/At-Risk Customers
14188,31,6,2054.36,0,342.39,Loyal Customers
14190,666,1,79.9,1,79.9,Inactive/At-Risk Customers
14192,388,1,293.74,1,293.74,Inactive/At-Risk Customers
